Model,TaskID,SelectedCloud,SLA,Reason
PPO,2458,2.0,NO,High cost led to choosing cheaper cloud
PPO,2459,1.0,YES,Balanced decision between SLA and cost
PPO,2460,1.0,NO,Execution time exceeded SLA deadline
PPO,2461,1.0,NO,Execution time exceeded SLA deadline
PPO,2462,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2463,2.0,YES,High cost led to choosing cheaper cloud
PPO,2464,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2465,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2466,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2467,1.0,YES,Balanced decision between SLA and cost
PPO,2468,1.0,NO,Execution time exceeded SLA deadline
PPO,2469,1.0,NO,Execution time exceeded SLA deadline
PPO,2470,2.0,YES,High cost led to choosing cheaper cloud
PPO,2471,2.0,NO,High cost led to choosing cheaper cloud
PPO,2472,2.0,NO,High cost led to choosing cheaper cloud
PPO,2473,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2474,2.0,YES,High cost led to choosing cheaper cloud
PPO,2475,1.0,NO,Execution time exceeded SLA deadline
PPO,2476,2.0,YES,High cost led to choosing cheaper cloud
PPO,2477,1.0,NO,Execution time exceeded SLA deadline
PPO,2478,2.0,YES,High cost led to choosing cheaper cloud
PPO,2479,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2480,2.0,NO,High cost led to choosing cheaper cloud
PPO,2481,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2482,2.0,YES,High cost led to choosing cheaper cloud
PPO,2483,1.0,NO,Execution time exceeded SLA deadline
PPO,2484,1.0,NO,Execution time exceeded SLA deadline
PPO,2485,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2486,2.0,YES,High cost led to choosing cheaper cloud
PPO,2487,2.0,YES,High cost led to choosing cheaper cloud
PPO,2488,1.0,NO,Execution time exceeded SLA deadline
PPO,2489,1.0,NO,Execution time exceeded SLA deadline
PPO,2490,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2491,2.0,NO,High cost led to choosing cheaper cloud
PPO,2492,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2493,1.0,YES,Balanced decision between SLA and cost
PPO,2494,2.0,NO,High cost led to choosing cheaper cloud
PPO,2495,1.0,YES,Balanced decision between SLA and cost
PPO,2496,2.0,NO,High cost led to choosing cheaper cloud
PPO,2497,1.0,NO,Execution time exceeded SLA deadline
PPO,2498,2.0,YES,High cost led to choosing cheaper cloud
PPO,2499,2.0,NO,Execution time exceeded SLA deadline
PPO,2500,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2501,2.0,NO,Execution time exceeded SLA deadline
PPO,2502,1.0,NO,Execution time exceeded SLA deadline
PPO,2503,1.0,NO,Execution time exceeded SLA deadline
PPO,2504,1.0,NO,Execution time exceeded SLA deadline
PPO,2505,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2506,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2507,2.0,NO,High cost led to choosing cheaper cloud
PPO,2508,2.0,NO,High cost led to choosing cheaper cloud
PPO,2509,1.0,NO,Execution time exceeded SLA deadline
PPO,2510,1.0,YES,Balanced decision between SLA and cost
PPO,2511,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2512,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2513,1.0,NO,Execution time exceeded SLA deadline
PPO,2514,2.0,NO,High cost led to choosing cheaper cloud
PPO,2515,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2516,1.0,NO,Execution time exceeded SLA deadline
PPO,2517,1.0,NO,Execution time exceeded SLA deadline
PPO,2518,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2519,1.0,YES,Balanced decision between SLA and cost
PPO,2520,2.0,NO,High cost led to choosing cheaper cloud
PPO,2521,2.0,NO,Execution time exceeded SLA deadline
PPO,2522,1.0,YES,Balanced decision between SLA and cost
PPO,2523,1.0,NO,Execution time exceeded SLA deadline
PPO,2524,2.0,NO,High cost led to choosing cheaper cloud
PPO,2525,2.0,NO,High cost led to choosing cheaper cloud
PPO,2526,1.0,NO,Execution time exceeded SLA deadline
PPO,2527,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2528,1.0,YES,Balanced decision between SLA and cost
PPO,2529,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2530,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2531,2.0,YES,High cost led to choosing cheaper cloud
PPO,2532,2.0,YES,High cost led to choosing cheaper cloud
PPO,2533,1.0,YES,Balanced decision between SLA and cost
PPO,2534,1.0,NO,Execution time exceeded SLA deadline
PPO,2535,2.0,NO,High cost led to choosing cheaper cloud
PPO,2536,1.0,YES,Balanced decision between SLA and cost
PPO,2537,2.0,NO,High cost led to choosing cheaper cloud
PPO,2538,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2539,1.0,NO,Execution time exceeded SLA deadline
PPO,2540,1.0,NO,Execution time exceeded SLA deadline
PPO,2541,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2542,2.0,NO,High cost led to choosing cheaper cloud
PPO,2543,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2544,1.0,NO,Execution time exceeded SLA deadline
PPO,2545,2.0,NO,High cost led to choosing cheaper cloud
PPO,2546,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2547,1.0,NO,Execution time exceeded SLA deadline
PPO,2548,1.0,NO,Execution time exceeded SLA deadline
PPO,2549,2.0,YES,High cost led to choosing cheaper cloud
PPO,2550,1.0,YES,Balanced decision between SLA and cost
PPO,2551,2.0,NO,Execution time exceeded SLA deadline
PPO,2552,2.0,NO,High cost led to choosing cheaper cloud
PPO,2553,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2554,1.0,NO,Execution time exceeded SLA deadline
PPO,2555,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2556,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2557,1.0,NO,Execution time exceeded SLA deadline
PPO,2558,2.0,NO,Execution time exceeded SLA deadline
PPO,2559,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2560,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2561,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2562,1.0,NO,Execution time exceeded SLA deadline
PPO,2563,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2564,1.0,NO,Execution time exceeded SLA deadline
PPO,2565,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2566,2.0,YES,High cost led to choosing cheaper cloud
PPO,2567,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2568,1.0,NO,Execution time exceeded SLA deadline
PPO,2569,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2570,1.0,YES,Balanced decision between SLA and cost
PPO,2571,1.0,YES,Balanced decision between SLA and cost
PPO,2572,2.0,NO,High cost led to choosing cheaper cloud
PPO,2573,2.0,YES,High cost led to choosing cheaper cloud
PPO,2574,1.0,NO,Execution time exceeded SLA deadline
PPO,2575,2.0,NO,High cost led to choosing cheaper cloud
PPO,2576,1.0,YES,Balanced decision between SLA and cost
PPO,2577,1.0,NO,Execution time exceeded SLA deadline
PPO,2578,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2579,2.0,NO,High cost led to choosing cheaper cloud
PPO,2580,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2581,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2582,1.0,NO,Execution time exceeded SLA deadline
PPO,2583,1.0,YES,Balanced decision between SLA and cost
PPO,2584,2.0,NO,High cost led to choosing cheaper cloud
PPO,2585,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2586,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2587,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2588,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2589,1.0,NO,Execution time exceeded SLA deadline
PPO,2590,2.0,YES,High cost led to choosing cheaper cloud
PPO,2591,1.0,NO,Execution time exceeded SLA deadline
PPO,2592,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2593,1.0,YES,Balanced decision between SLA and cost
PPO,2594,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2595,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2596,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2597,1.0,YES,Balanced decision between SLA and cost
PPO,2598,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2599,1.0,YES,Balanced decision between SLA and cost
PPO,2600,2.0,NO,High cost led to choosing cheaper cloud
PPO,2601,2.0,NO,High cost led to choosing cheaper cloud
PPO,2602,2.0,YES,High cost led to choosing cheaper cloud
PPO,2603,1.0,NO,Execution time exceeded SLA deadline
PPO,2604,2.0,YES,High cost led to choosing cheaper cloud
PPO,2605,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2606,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2607,2.0,NO,High cost led to choosing cheaper cloud
PPO,2608,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2609,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2610,1.0,NO,Execution time exceeded SLA deadline
PPO,2611,2.0,NO,Execution time exceeded SLA deadline
PPO,2612,2.0,YES,High cost led to choosing cheaper cloud
PPO,2613,2.0,NO,Execution time exceeded SLA deadline
PPO,2614,1.0,NO,Execution time exceeded SLA deadline
PPO,2615,2.0,YES,High cost led to choosing cheaper cloud
PPO,2616,2.0,NO,High cost led to choosing cheaper cloud
PPO,2617,2.0,NO,High cost led to choosing cheaper cloud
PPO,2618,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2619,1.0,NO,Execution time exceeded SLA deadline
PPO,2620,2.0,YES,High cost led to choosing cheaper cloud
PPO,2621,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2622,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2623,2.0,YES,High cost led to choosing cheaper cloud
PPO,2624,2.0,YES,High cost led to choosing cheaper cloud
PPO,2625,2.0,NO,High cost led to choosing cheaper cloud
PPO,2626,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2627,2.0,NO,High cost led to choosing cheaper cloud
PPO,2628,2.0,YES,High cost led to choosing cheaper cloud
PPO,2629,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2630,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2631,2.0,NO,High cost led to choosing cheaper cloud
PPO,2632,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2633,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2634,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2635,2.0,NO,High cost led to choosing cheaper cloud
PPO,2636,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2637,2.0,NO,Execution time exceeded SLA deadline
PPO,2638,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2639,2.0,NO,High cost led to choosing cheaper cloud
PPO,2640,1.0,NO,Execution time exceeded SLA deadline
PPO,2641,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2642,1.0,YES,Balanced decision between SLA and cost
PPO,2643,1.0,YES,Balanced decision between SLA and cost
PPO,2644,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2645,1.0,NO,Execution time exceeded SLA deadline
PPO,2646,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2647,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2648,2.0,NO,Execution time exceeded SLA deadline
PPO,2649,1.0,NO,Execution time exceeded SLA deadline
PPO,2650,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2651,2.0,NO,High cost led to choosing cheaper cloud
PPO,2652,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2653,1.0,NO,Execution time exceeded SLA deadline
PPO,2654,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2655,2.0,YES,High cost led to choosing cheaper cloud
PPO,2656,1.0,NO,Execution time exceeded SLA deadline
PPO,2657,1.0,YES,Balanced decision between SLA and cost
PPO,2658,2.0,NO,High cost led to choosing cheaper cloud
PPO,2659,1.0,NO,Execution time exceeded SLA deadline
PPO,2660,1.0,NO,Execution time exceeded SLA deadline
PPO,2661,1.0,NO,Execution time exceeded SLA deadline
PPO,2662,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2663,1.0,NO,Execution time exceeded SLA deadline
PPO,2664,1.0,YES,Balanced decision between SLA and cost
PPO,2665,1.0,NO,Execution time exceeded SLA deadline
PPO,2666,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2667,1.0,NO,Execution time exceeded SLA deadline
PPO,2668,1.0,YES,Balanced decision between SLA and cost
PPO,2669,1.0,NO,Execution time exceeded SLA deadline
PPO,2670,1.0,YES,Balanced decision between SLA and cost
PPO,2671,2.0,NO,Execution time exceeded SLA deadline
PPO,2672,1.0,YES,Balanced decision between SLA and cost
PPO,2673,2.0,NO,High cost led to choosing cheaper cloud
PPO,2674,2.0,YES,High cost led to choosing cheaper cloud
PPO,2675,2.0,YES,High cost led to choosing cheaper cloud
PPO,2676,1.0,NO,Execution time exceeded SLA deadline
PPO,2677,2.0,NO,High cost led to choosing cheaper cloud
PPO,2678,1.0,YES,Balanced decision between SLA and cost
PPO,2679,2.0,YES,High cost led to choosing cheaper cloud
PPO,2680,2.0,NO,High cost led to choosing cheaper cloud
PPO,2681,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2682,1.0,NO,Execution time exceeded SLA deadline
PPO,2683,2.0,YES,High cost led to choosing cheaper cloud
PPO,2684,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2685,2.0,YES,High cost led to choosing cheaper cloud
PPO,2686,1.0,YES,Balanced decision between SLA and cost
PPO,2687,1.0,NO,Execution time exceeded SLA deadline
PPO,2688,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2689,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2690,1.0,YES,Balanced decision between SLA and cost
PPO,2691,1.0,NO,Execution time exceeded SLA deadline
PPO,2692,2.0,NO,Execution time exceeded SLA deadline
PPO,2693,2.0,YES,High cost led to choosing cheaper cloud
PPO,2694,2.0,NO,High cost led to choosing cheaper cloud
PPO,2695,1.0,NO,Execution time exceeded SLA deadline
PPO,2696,1.0,NO,Execution time exceeded SLA deadline
PPO,2697,1.0,YES,Balanced decision between SLA and cost
PPO,2698,1.0,NO,Execution time exceeded SLA deadline
PPO,2699,2.0,YES,High cost led to choosing cheaper cloud
PPO,2700,1.0,NO,Execution time exceeded SLA deadline
PPO,2701,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2702,2.0,NO,High cost led to choosing cheaper cloud
PPO,2703,2.0,YES,High cost led to choosing cheaper cloud
PPO,2704,2.0,YES,High cost led to choosing cheaper cloud
PPO,2705,1.0,NO,Execution time exceeded SLA deadline
PPO,2706,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2707,2.0,YES,High cost led to choosing cheaper cloud
PPO,2708,2.0,NO,Execution time exceeded SLA deadline
PPO,2709,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2710,1.0,YES,Balanced decision between SLA and cost
PPO,2711,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2712,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2713,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2714,1.0,NO,Execution time exceeded SLA deadline
PPO,2715,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2716,2.0,NO,Execution time exceeded SLA deadline
PPO,2717,2.0,YES,High cost led to choosing cheaper cloud
PPO,2718,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2719,2.0,YES,High cost led to choosing cheaper cloud
PPO,2720,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2721,2.0,NO,High cost led to choosing cheaper cloud
PPO,2722,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2723,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2724,2.0,YES,High cost led to choosing cheaper cloud
PPO,2725,1.0,NO,Execution time exceeded SLA deadline
PPO,2726,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2727,1.0,NO,Execution time exceeded SLA deadline
PPO,2728,2.0,NO,Execution time exceeded SLA deadline
PPO,2729,1.0,NO,Execution time exceeded SLA deadline
PPO,2730,1.0,NO,Execution time exceeded SLA deadline
PPO,2731,2.0,YES,High cost led to choosing cheaper cloud
PPO,2732,1.0,YES,Balanced decision between SLA and cost
PPO,2733,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2734,1.0,YES,Balanced decision between SLA and cost
PPO,2735,2.0,NO,Execution time exceeded SLA deadline
PPO,2736,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2737,1.0,YES,Balanced decision between SLA and cost
PPO,2738,1.0,NO,Execution time exceeded SLA deadline
PPO,2739,1.0,YES,Balanced decision between SLA and cost
PPO,2740,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2741,2.0,NO,High cost led to choosing cheaper cloud
PPO,2742,1.0,YES,Balanced decision between SLA and cost
PPO,2743,1.0,YES,Balanced decision between SLA and cost
PPO,2744,2.0,NO,Execution time exceeded SLA deadline
PPO,2745,1.0,NO,Execution time exceeded SLA deadline
PPO,2746,1.0,YES,Balanced decision between SLA and cost
PPO,2747,1.0,YES,Balanced decision between SLA and cost
PPO,2748,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2749,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2750,1.0,YES,Balanced decision between SLA and cost
PPO,2751,2.0,NO,High cost led to choosing cheaper cloud
PPO,2752,2.0,NO,Execution time exceeded SLA deadline
PPO,2753,1.0,NO,Execution time exceeded SLA deadline
PPO,2754,1.0,YES,Balanced decision between SLA and cost
PPO,2755,1.0,YES,Balanced decision between SLA and cost
PPO,2756,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2757,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2758,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2759,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2760,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2761,2.0,NO,High cost led to choosing cheaper cloud
PPO,2762,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2763,2.0,YES,High cost led to choosing cheaper cloud
PPO,2764,2.0,NO,High cost led to choosing cheaper cloud
PPO,2765,2.0,YES,High cost led to choosing cheaper cloud
PPO,2766,2.0,NO,High cost led to choosing cheaper cloud
PPO,2767,2.0,YES,High cost led to choosing cheaper cloud
PPO,2768,1.0,NO,Execution time exceeded SLA deadline
PPO,2769,2.0,NO,Execution time exceeded SLA deadline
PPO,2770,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2771,2.0,YES,High cost led to choosing cheaper cloud
PPO,2772,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2773,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2774,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2775,1.0,YES,Balanced decision between SLA and cost
PPO,2776,1.0,NO,Execution time exceeded SLA deadline
PPO,2777,1.0,NO,Execution time exceeded SLA deadline
PPO,2778,2.0,NO,Execution time exceeded SLA deadline
PPO,2779,2.0,NO,High cost led to choosing cheaper cloud
PPO,2780,1.0,YES,Balanced decision between SLA and cost
PPO,2781,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2782,2.0,NO,High cost led to choosing cheaper cloud
PPO,2783,1.0,NO,Execution time exceeded SLA deadline
PPO,2784,1.0,NO,Execution time exceeded SLA deadline
PPO,2785,1.0,NO,Execution time exceeded SLA deadline
PPO,2786,1.0,YES,Balanced decision between SLA and cost
PPO,2787,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2788,1.0,YES,Balanced decision between SLA and cost
PPO,2789,2.0,NO,High cost led to choosing cheaper cloud
PPO,2790,1.0,NO,Execution time exceeded SLA deadline
PPO,2791,2.0,NO,High cost led to choosing cheaper cloud
PPO,2792,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2793,0.0,YES,Long SLA allowed cost-optimized scheduling
PPO,2794,2.0,NO,High cost led to choosing cheaper cloud
PPO,2795,1.0,NO,Execution time exceeded SLA deadline
PPO,2796,2.0,NO,High cost led to choosing cheaper cloud
